gene,freq,mean_rank,score
ENSG00000124882,5,705.8,4.529466666666667
ENSG00000239884,5,706.0,4.529333333333334
ENSG00000231292,5,706.6,4.528933333333334
ENSG00000232022,5,707.2,4.528533333333334
ENSG00000253741,5,708.0,4.5280000000000005
ENSG00000129965,5,708.4,4.527733333333333
ENSG00000090104,5,709.0,4.527333333333333
ENSG00000105141,5,709.4,4.527066666666666
ENSG00000202515,5,713.4,4.5244
ENSG00000226516,5,714.6,4.5236
ENSG00000230663,5,715.4,4.523066666666667
ENSG00000163359,5,716.0,4.522666666666667
ENSG00000171209,5,716.2,4.5225333333333335
ENSG00000164530,5,716.6,4.522266666666667
ENSG00000172478,5,717.8,4.521466666666667
ENSG00000240489,5,718.4,4.521066666666667
ENSG00000282625,5,718.4,4.521066666666667
ENSG00000107796,5,718.6,4.520933333333334
ENSG00000225215,5,719.4,4.5204
ENSG00000243609,5,722.6,4.518266666666666
ENSG00000243370,5,722.8,4.518133333333333
ENSG00000081041,5,723.8,4.5174666666666665
ENSG00000105370,5,724.4,4.517066666666667
ENSG00000244378,5,725.6,4.516266666666667
ENSG00000158104,5,731.2,4.512533333333334
ENSG00000171560,5,731.6,4.512266666666667
ENSG00000253421,5,732.4,4.511733333333334
ENSG00000087245,5,735.0,4.51
ENSG00000227525,5,735.4,4.509733333333333
ENSG00000206633,5,735.8,4.5094666666666665
ENSG00000239577,5,736.8,4.5088
ENSG00000243227,5,737.8,4.508133333333333
ENSG00000227177,5,738.0,4.508
ENSG00000211813,5,739.0,4.507333333333333
ENSG00000135218,5,739.2,4.5072
ENSG00000217026,5,742.0,4.505333333333334
ENSG00000223922,5,744.0,4.504
ENSG00000234899,5,744.8,4.503466666666666
ENSG00000231035,5,745.2,4.5032
ENSG00000223756,5,745.2,4.5032
ENSG00000213700,5,745.6,4.502933333333333
ENSG00000231304,5,747.0,4.502
ENSG00000227507,5,748.8,4.5008
ENSG00000234274,5,749.6,4.500266666666667
ENSG00000124172,5,751.6,4.4989333333333335
ENSG00000211640,5,751.8,4.4988
ENSG00000286095,5,752.2,4.4985333333333335
ENSG00000244588,5,752.8,4.4981333333333335
ENSG00000222037,5,756.4,4.495733333333334
ENSG00000251056,5,756.8,4.495466666666667
ENSG00000224822,5,761.6,4.492266666666667
ENSG00000250569,5,762.2,4.491866666666667
ENSG00000215580,5,762.4,4.491733333333333
ENSG00000236333,5,763.2,4.4912
ENSG00000196668,5,765.4,4.489733333333334
ENSG00000267123,5,768.8,4.487466666666666
ENSG00000217767,5,769.0,4.487333333333333
ENSG00000185559,5,769.0,4.487333333333333
ENSG00000079689,5,769.6,4.486933333333333
ENSG00000241233,5,770.6,4.486266666666666
ENSG00000257242,5,771.8,4.4854666666666665
ENSG00000231940,5,774.2,4.483866666666667
ENSG00000228939,5,774.8,4.483466666666667
ENSG00000136688,5,775.2,4.4832
ENSG00000168703,5,777.4,4.481733333333334
ENSG00000259527,5,779.0,4.480666666666667
ENSG00000201028,5,779.4,4.4804
ENSG00000253409,5,781.4,4.479066666666666
ENSG00000105664,5,784.8,4.4768
ENSG00000259517,5,784.8,4.4768
ENSG00000239263,5,787.4,4.475066666666667
ENSG00000143184,5,787.8,4.4748
ENSG00000222162,5,788.4,4.4744
ENSG00000211816,5,789.4,4.473733333333334
ENSG00000248278,5,789.6,4.4736
ENSG00000255987,5,790.2,4.4732
ENSG00000164900,5,790.2,4.4732
ENSG00000165828,5,792.4,4.471733333333333
ENSG00000152779,5,792.6,4.4716000000000005
ENSG00000258116,5,792.6,4.4716000000000005
ENSG00000225192,5,795.6,4.4696
ENSG00000250959,5,795.8,4.4694666666666665
ENSG00000149124,5,797.2,4.468533333333333
ENSG00000248846,5,797.2,4.468533333333333
ENSG00000232837,5,798.6,4.4676
ENSG00000223784,5,799.2,4.4672
ENSG00000163739,5,799.2,4.4672
ENSG00000181215,5,799.8,4.4668
ENSG00000203876,5,800.4,4.4664
ENSG00000141753,5,801.0,4.466
ENSG00000281560,5,802.4,4.465066666666667
ENSG00000133639,5,806.8,4.462133333333333
ENSG00000211794,5,809.4,4.4604
ENSG00000121742,5,809.6,4.460266666666667
ENSG00000234882,5,812.4,4.4584
ENSG00000242640,5,814.0,4.457333333333334
ENSG00000100253,5,816.0,4.4559999999999995
ENSG00000255409,5,816.6,4.4556000000000004
ENSG00000109851,5,817.2,4.4552
ENSG00000172156,5,817.8,4.4548
ENSG00000280953,5,818.6,4.454266666666666
ENSG00000184374,5,818.8,4.454133333333333
ENSG00000240718,5,819.6,4.4536
ENSG00000271215,5,820.8,4.4528
ENSG00000204472,5,821.6,4.452266666666667
ENSG00000128016,5,822.2,4.451866666666667
ENSG00000240877,5,822.8,4.451466666666667
ENSG00000229056,5,823.0,4.451333333333333
ENSG00000069206,5,824.2,4.4505333333333335
ENSG00000211792,5,824.6,4.450266666666667
ENSG00000230789,5,824.6,4.450266666666667
ENSG00000158477,5,825.0,4.45
ENSG00000181778,5,826.4,4.449066666666667
ENSG00000254843,5,826.6,4.448933333333334
ENSG00000135226,5,827.8,4.448133333333334
ENSG00000198851,5,829.0,4.447333333333333
ENSG00000203414,5,830.0,4.446666666666666
ENSG00000259092,5,830.4,4.4464
ENSG00000225712,5,831.0,4.446
ENSG00000230945,5,832.4,4.4450666666666665
ENSG00000233266,5,833.4,4.4444
ENSG00000170290,5,834.6,4.4436
ENSG00000213937,5,836.4,4.4424
ENSG00000161912,5,836.6,4.442266666666667
ENSG00000169903,5,836.8,4.4421333333333335
ENSG00000133169,5,837.4,4.4417333333333335
ENSG00000255200,5,838.6,4.440933333333334
ENSG00000148136,5,838.6,4.440933333333334
ENSG00000207208,5,839.6,4.440266666666667
ENSG00000167524,5,841.2,4.4392
ENSG00000160181,5,842.0,4.438666666666666
ENSG00000254709,5,842.2,4.438533333333333
ENSG00000230673,5,842.8,4.438133333333333
ENSG00000224019,5,843.0,4.438
ENSG00000274012,5,843.6,4.4376
ENSG00000150244,5,846.2,4.435866666666667
ENSG00000214223,5,848.0,4.434666666666667
ENSG00000232928,5,851.6,4.432266666666667
ENSG00000095794,5,851.6,4.432266666666667
ENSG00000169393,5,852.0,4.432
ENSG00000237560,5,853.6,4.430933333333333
ENSG00000211777,5,853.6,4.430933333333333
ENSG00000283683,5,854.4,4.4304
ENSG00000126545,5,855.0,4.43
ENSG00000132437,5,855.6,4.4296
ENSG00000171564,5,856.0,4.429333333333333
ENSG00000271278,5,856.4,4.4290666666666665
ENSG00000249119,5,857.0,4.4286666666666665
ENSG00000225523,5,858.0,4.428
ENSG00000229473,5,858.6,4.4276
ENSG00000165682,5,858.6,4.4276
ENSG00000133624,5,859.2,4.4272
ENSG00000231793,5,862.8,4.4248
ENSG00000089116,5,863.0,4.424666666666667
ENSG00000235084,5,863.8,4.424133333333334
ENSG00000163464,5,864.4,4.423733333333333
ENSG00000123689,5,864.6,4.4236
ENSG00000222810,5,865.6,4.422933333333333
ENSG00000227071,5,867.8,4.421466666666666
ENSG00000215771,5,868.6,4.420933333333333
ENSG00000165646,5,869.6,4.420266666666667
ENSG00000239039,5,870.6,4.4196
ENSG00000143387,5,873.0,4.418
ENSG00000267676,5,873.4,4.4177333333333335
ENSG00000189001,5,873.6,4.4176
ENSG00000235613,5,874.2,4.4172
ENSG00000196091,5,875.6,4.416266666666667
ENSG00000129988,5,877.2,4.4152000000000005
ENSG00000169900,5,878.0,4.414666666666666
ENSG00000106178,5,879.2,4.413866666666666
ENSG00000134827,5,880.4,4.4130666666666665
ENSG00000167755,5,880.4,4.4130666666666665
ENSG00000235141,5,880.6,4.412933333333333
ENSG00000115361,5,881.2,4.412533333333333
ENSG00000268066,5,883.0,4.411333333333333
ENSG00000171101,5,884.2,4.410533333333333
ENSG00000235385,5,884.8,4.4101333333333335
ENSG00000228278,5,886.2,4.4092
ENSG00000202538,5,887.0,4.408666666666667
ENSG00000225171,5,888.2,4.407866666666667
ENSG00000236646,5,888.6,4.4076
ENSG00000101292,5,891.6,4.4056
ENSG00000268964,5,892.2,4.4052
ENSG00000248698,5,893.0,4.4046666666666665
ENSG00000252311,5,894.8,4.403466666666667
ENSG00000175426,5,895.6,4.402933333333333
ENSG00000196260,5,896.8,4.4021333333333335
ENSG00000137251,5,897.2,4.401866666666667
ENSG00000124205,5,897.4,4.4017333333333335
ENSG00000152518,5,897.8,4.401466666666667
ENSG00000184423,5,898.0,4.4013333333333335
ENSG00000232044,5,898.8,4.4008
ENSG00000128438,5,902.8,4.398133333333333
ENSG00000211829,5,903.4,4.397733333333333
ENSG00000242889,5,903.6,4.3976
ENSG00000211788,5,903.6,4.3976
ENSG00000199325,5,904.6,4.396933333333333
ENSG00000255569,5,904.6,4.396933333333333
ENSG00000243911,5,905.8,4.396133333333333
ENSG00000110203,5,906.2,4.395866666666667
ENSG00000222383,5,906.4,4.395733333333333
ENSG00000111057,5,907.8,4.3948
ENSG00000226721,5,908.2,4.394533333333333
ENSG00000140465,5,909.2,4.393866666666667
ENSG00000241983,5,910.4,4.393066666666667
ENSG00000270472,5,911.2,4.392533333333334
ENSG00000228253,5,912.0,4.392
ENSG00000237840,5,912.6,4.3916
ENSG00000204262,5,914.2,4.390533333333333
ENSG00000213411,5,914.4,4.3904
ENSG00000263590,5,915.2,4.389866666666666
ENSG00000106541,5,916.4,4.3890666666666664
ENSG00000228492,5,917.6,4.3882666666666665
ENSG00000282308,5,917.8,4.388133333333333
ENSG00000164283,5,917.8,4.388133333333333
ENSG00000243650,5,918.2,4.387866666666667
ENSG00000221971,5,918.4,4.387733333333333
ENSG00000258872,5,918.4,4.387733333333333
ENSG00000227560,5,919.2,4.3872
ENSG00000235812,5,920.4,4.3864
ENSG00000211793,5,922.2,4.3852
ENSG00000147113,5,922.4,4.385066666666667
ENSG00000162344,5,924.6,4.3835999999999995
ENSG00000239440,5,925.4,4.383066666666666
ENSG00000166589,5,926.0,4.382666666666667
ENSG00000222872,5,927.0,4.382
ENSG00000100234,5,929.2,4.380533333333333
ENSG00000233690,5,932.2,4.378533333333333
ENSG00000239201,5,932.6,4.378266666666667
ENSG00000181273,5,933.0,4.378
ENSG00000200156,5,933.4,4.3777333333333335
ENSG00000250474,5,934.8,4.3768
ENSG00000215105,5,935.2,4.376533333333334
ENSG00000133063,5,940.8,4.3728
ENSG00000129152,5,942.6,4.3716
ENSG00000269834,5,945.2,4.369866666666667
ENSG00000239122,5,945.6,4.3696
ENSG00000135480,5,945.6,4.3696
ENSG00000083097,5,949.4,4.367066666666666
ENSG00000223396,5,951.2,4.365866666666666
ENSG00000116824,5,953.4,4.3644
ENSG00000185986,5,954.4,4.363733333333333
ENSG00000211944,5,956.0,4.362666666666667
ENSG00000120129,5,956.8,4.362133333333333
ENSG00000175899,5,957.2,4.361866666666667
ENSG00000250827,5,958.2,4.3612
ENSG00000109205,5,962.6,4.358266666666666
ENSG00000133800,5,962.6,4.358266666666666
ENSG00000198467,5,963.8,4.357466666666666
ENSG00000204936,5,964.6,4.356933333333333
ENSG00000274925,5,965.6,4.3562666666666665
ENSG00000100985,5,966.0,4.356
ENSG00000223724,5,967.0,4.355333333333333
ENSG00000214176,5,967.2,4.3552
ENSG00000170442,5,967.2,4.3552
ENSG00000239453,5,968.8,4.354133333333333
ENSG00000167754,5,969.0,4.354
ENSG00000265684,5,969.0,4.354
ENSG00000164485,5,971.4,4.3524
ENSG00000211810,5,972.8,4.351466666666667
ENSG00000227376,5,973.2,4.3512
ENSG00000257818,5,973.4,4.351066666666666
ENSG00000163209,5,974.2,4.350533333333333
ENSG00000163501,5,975.6,4.3496
ENSG00000185674,5,976.6,4.348933333333333
ENSG00000038427,5,977.0,4.3486666666666665
ENSG00000211657,5,979.4,4.347066666666667
ENSG00000179796,5,979.8,4.3468
ENSG00000242876,5,981.0,4.346
ENSG00000118271,5,981.6,4.3456
ENSG00000130066,5,983.0,4.344666666666667
ENSG00000175084,5,983.2,4.344533333333334
ENSG00000231503,5,985.2,4.3431999999999995
ENSG00000199377,5,985.6,4.342933333333333
ENSG00000115009,5,986.4,4.3424
ENSG00000102854,5,986.8,4.342133333333333
ENSG00000117215,5,987.6,4.3416
ENSG00000283709,5,989.8,4.340133333333333
ENSG00000230481,5,991.8,4.3388
ENSG00000230257,5,991.8,4.3388
ENSG00000125872,5,995.4,4.3364
ENSG00000272533,5,995.8,4.336133333333334
ENSG00000135919,5,997.4,4.335066666666667
ENSG00000169908,5,997.4,4.335066666666667
ENSG00000259660,5,998.2,4.334533333333333
ENSG00000214326,5,999.4,4.333733333333333
ENSG00000120885,5,1000.2,4.3332
ENSG00000179676,5,1001.8,4.332133333333333
ENSG00000235029,5,1002.2,4.3318666666666665
ENSG00000165716,5,1002.8,4.331466666666667
ENSG00000177606,5,1005.4,4.329733333333333
ENSG00000224680,5,1006.4,4.329066666666667
ENSG00000176919,5,1006.8,4.3288
ENSG00000225569,5,1010.2,4.326533333333334
ENSG00000140950,5,1010.8,4.326133333333333
ENSG00000148671,5,1011.6,4.3256
ENSG00000130287,5,1013.8,4.324133333333333
ENSG00000163914,5,1014.2,4.3238666666666665
ENSG00000185710,5,1014.4,4.323733333333333
ENSG00000239830,5,1014.8,4.323466666666667
ENSG00000105369,5,1015.0,4.323333333333333
ENSG00000177590,5,1016.8,4.322133333333333
ENSG00000231711,5,1017.6,4.3216
ENSG00000162444,5,1018.6,4.3209333333333335
ENSG00000170421,5,1019.0,4.320666666666667
ENSG00000115008,5,1022.8,4.318133333333334
ENSG00000219433,5,1023.4,4.317733333333333
ENSG00000270356,5,1027.0,4.315333333333333
ENSG00000234709,5,1028.0,4.314666666666667
ENSG00000258608,5,1028.4,4.3144
ENSG00000105825,5,1030.6,4.3129333333333335
ENSG00000255763,5,1033.6,4.310933333333334
ENSG00000215548,5,1033.6,4.310933333333334
ENSG00000285122,5,1034.8,4.310133333333333
ENSG00000083782,5,1036.8,4.3088
ENSG00000235437,5,1039.8,4.3068
ENSG00000292372,5,1041.2,4.305866666666667
ENSG00000255014,5,1041.2,4.305866666666667
ENSG00000262759,5,1043.6,4.304266666666667
ENSG00000245849,5,1043.8,4.304133333333334
ENSG00000248568,5,1044.8,4.303466666666667
ENSG00000224598,5,1045.0,4.303333333333334
ENSG00000085265,5,1045.4,4.303066666666666
ENSG00000234176,5,1046.0,4.302666666666667
ENSG00000163395,5,1047.0,4.302
ENSG00000243955,5,1047.8,4.301466666666666
ENSG00000259535,5,1049.0,4.300666666666666
ENSG00000211812,5,1049.6,4.3002666666666665
ENSG00000239797,5,1050.2,4.2998666666666665
ENSG00000165810,5,1051.2,4.2992
ENSG00000091513,5,1052.2,4.298533333333333
ENSG00000136929,5,1055.6,4.296266666666667
ENSG00000263955,5,1058.0,4.294666666666666
ENSG00000248180,5,1059.0,4.2940000000000005
ENSG00000254166,5,1059.8,4.293466666666666
ENSG00000188100,5,1060.0,4.293333333333333
ENSG00000211809,5,1060.4,4.293066666666666
ENSG00000110848,5,1062.2,4.2918666666666665
ENSG00000267959,5,1062.8,4.2914666666666665
ENSG00000182600,5,1063.6,4.290933333333333
ENSG00000134444,5,1065.8,4.289466666666667
ENSG00000244301,5,1067.8,4.288133333333334
ENSG00000186827,5,1071.0,4.286
ENSG00000213759,5,1074.0,4.284
ENSG00000204025,5,1077.2,4.281866666666667
ENSG00000139540,5,1078.0,4.281333333333333
ENSG00000125337,5,1079.8,4.280133333333334
ENSG00000226498,5,1080.2,4.279866666666667
ENSG00000060718,5,1080.8,4.279466666666667
ENSG00000213950,5,1080.8,4.279466666666667
ENSG00000256039,5,1083.6,4.2776
ENSG00000107562,5,1086.0,4.276
ENSG00000239917,5,1086.8,4.2754666666666665
ENSG00000231799,5,1087.2,4.2752
ENSG00000244229,5,1087.8,4.2748
ENSG00000187498,5,1088.6,4.274266666666667
ENSG00000231884,5,1089.4,4.273733333333333
ENSG00000196188,5,1090.2,4.2732
ENSG00000236337,5,1091.8,4.272133333333334
ENSG00000224958,5,1092.4,4.271733333333334
ENSG00000232472,5,1096.8,4.2688
ENSG00000221817,5,1098.2,4.2678666666666665
ENSG00000224568,5,1100.0,4.266666666666667
ENSG00000239247,5,1101.2,4.265866666666667
ENSG00000229152,5,1101.2,4.265866666666667
ENSG00000211782,5,1101.6,4.2656
ENSG00000207392,5,1101.6,4.2656
ENSG00000182326,5,1102.2,4.2652
ENSG00000264041,5,1106.2,4.262533333333334
ENSG00000254902,5,1106.4,4.2623999999999995
ENSG00000169248,5,1110.8,4.2594666666666665
ENSG00000242193,5,1112.4,4.2584
ENSG00000135046,5,1112.8,4.258133333333333
ENSG00000100604,5,1116.4,4.255733333333334
ENSG00000010282,5,1119.0,4.254
ENSG00000228219,5,1119.4,4.253733333333333
ENSG00000142748,5,1119.4,4.253733333333333
ENSG00000170054,5,1123.0,4.251333333333333
ENSG00000268940,5,1124.0,4.250666666666667
ENSG00000205534,5,1125.6,4.2496
ENSG00000149716,5,1131.4,4.245733333333333
ENSG00000279082,5,1131.8,4.245466666666667
ENSG00000101443,5,1134.2,4.2438666666666665
ENSG00000281344,5,1134.4,4.243733333333333
ENSG00000238263,5,1135.2,4.2432
ENSG00000264862,5,1139.2,4.2405333333333335
ENSG00000186481,5,1139.4,4.2404
ENSG00000143185,5,1140.0,4.24
ENSG00000146039,5,1141.6,4.238933333333334
ENSG00000080293,5,1143.2,4.237866666666667
ENSG00000116690,5,1143.8,4.237466666666666
ENSG00000211784,5,1147.4,4.2350666666666665
ENSG00000209082,5,1147.6,4.234933333333333
ENSG00000245532,5,1150.2,4.2332
ENSG00000231849,5,1150.2,4.2332
ENSG00000266075,5,1151.6,4.232266666666667
ENSG00000229654,5,1152.6,4.2316
ENSG00000115602,5,1153.0,4.231333333333334
ENSG00000110243,5,1153.0,4.231333333333334
ENSG00000211797,5,1153.4,4.231066666666667
ENSG00000229753,5,1154.2,4.230533333333334
ENSG00000106819,5,1154.2,4.230533333333334
ENSG00000259303,5,1156.8,4.2288
ENSG00000166920,5,1156.8,4.2288
ENSG00000125730,5,1164.6,4.2236
ENSG00000255262,5,1167.4,4.221733333333333
ENSG00000229054,5,1168.2,4.2212
ENSG00000111796,5,1169.2,4.220533333333333
ENSG00000175793,5,1169.8,4.220133333333333
ENSG00000241942,5,1172.2,4.218533333333333
ENSG00000213693,5,1172.4,4.2184
ENSG00000211803,5,1173.8,4.217466666666667
ENSG00000260229,5,1176.8,4.215466666666667
ENSG00000205542,5,1177.2,4.2152
ENSG00000211790,5,1177.4,4.215066666666667
ENSG00000285972,5,1178.2,4.214533333333334
ENSG00000232888,5,1179.6,4.2136
ENSG00000176435,5,1181.8,4.212133333333333
ENSG00000163221,5,1183.8,4.2108
ENSG00000106211,5,1186.6,4.208933333333333
ENSG00000251667,5,1188.8,4.207466666666667
ENSG00000134873,5,1189.6,4.206933333333334
ENSG00000242060,5,1194.0,4.204
ENSG00000238063,5,1196.0,4.2026666666666666
ENSG00000165204,5,1196.4,4.2024
ENSG00000123500,5,1198.6,4.200933333333333
ENSG00000267757,5,1202.6,4.198266666666667
ENSG00000211772,5,1202.8,4.198133333333334
ENSG00000214465,5,1204.8,4.1968
ENSG00000017427,5,1206.2,4.195866666666666
ENSG00000167286,5,1208.4,4.1944
ENSG00000110077,5,1208.4,4.1944
ENSG00000132002,5,1211.2,4.1925333333333334
ENSG00000131477,5,1212.4,4.1917333333333335
ENSG00000154096,5,1212.8,4.191466666666667
ENSG00000135404,5,1214.8,4.190133333333334
ENSG00000211785,5,1220.2,4.186533333333333
ENSG00000000005,5,1221.4,4.185733333333333
ENSG00000242736,5,1223.8,4.1841333333333335
ENSG00000211779,5,1223.8,4.1841333333333335
ENSG00000203489,5,1224.2,4.183866666666667
ENSG00000222020,5,1224.6,4.1836
ENSG00000109846,5,1225.4,4.183066666666667
ENSG00000233006,5,1226.8,4.182133333333334
ENSG00000238105,5,1227.0,4.182
ENSG00000112936,5,1227.2,4.181866666666666
ENSG00000055957,5,1230.2,4.179866666666666
ENSG00000229644,5,1233.6,4.1776
ENSG00000185028,5,1234.2,4.1772
ENSG00000135220,5,1239.0,4.174
ENSG00000230068,5,1240.6,4.172933333333333
ENSG00000169224,5,1241.0,4.172666666666666
ENSG00000134545,5,1246.0,4.169333333333333
ENSG00000157514,5,1246.6,4.168933333333333
ENSG00000243988,5,1247.8,4.1681333333333335
ENSG00000125144,5,1248.0,4.168
ENSG00000094755,5,1251.4,4.165733333333334
ENSG00000163518,5,1252.0,4.165333333333333
ENSG00000240531,5,1260.4,4.1597333333333335
ENSG00000143429,5,1260.8,4.159466666666667
ENSG00000102879,5,1262.0,4.158666666666667
ENSG00000080824,5,1263.0,4.158
ENSG00000265972,5,1264.4,4.157066666666666
ENSG00000168497,5,1264.4,4.157066666666666
ENSG00000229992,5,1264.6,4.156933333333333
ENSG00000211805,5,1265.6,4.156266666666667
ENSG00000100450,5,1269.6,4.1536
ENSG00000163098,5,1271.2,4.152533333333333
ENSG00000218052,5,1274.0,4.150666666666667
ENSG00000211780,5,1275.0,4.15
ENSG00000164687,5,1276.2,4.1492
ENSG00000173467,5,1277.2,4.148533333333333
ENSG00000186766,5,1277.4,4.1484
ENSG00000235221,5,1277.4,4.1484
ENSG00000186162,5,1279.2,4.1472
ENSG00000255582,5,1280.2,4.146533333333333
ENSG00000236977,5,1282.6,4.144933333333333
ENSG00000168065,5,1285.2,4.1432
ENSG00000197956,5,1288.2,4.1411999999999995
ENSG00000214359,5,1294.0,4.137333333333333
ENSG00000002726,5,1296.6,4.1356
ENSG00000241158,5,1299.8,4.133466666666667
ENSG00000186160,5,1303.6,4.130933333333333
ENSG00000254271,5,1308.2,4.127866666666667
ENSG00000225328,5,1310.8,4.126133333333334
ENSG00000226258,5,1311.6,4.1256
ENSG00000162511,5,1311.8,4.125466666666667
ENSG00000228175,5,1319.4,4.1204
ENSG00000224078,5,1322.4,4.1184
ENSG00000243836,5,1325.6,4.116266666666666
ENSG00000100867,5,1330.0,4.113333333333333
ENSG00000240463,5,1330.6,4.112933333333333
ENSG00000163581,5,1333.4,4.111066666666667
ENSG00000080618,5,1348.2,4.1012
ENSG00000211799,5,1356.4,4.0957333333333334
ENSG00000210077,5,1358.6,4.094266666666667
ENSG00000230311,5,1360.4,4.093066666666667
ENSG00000233876,5,1361.2,4.092533333333334
ENSG00000211807,5,1368.4,4.087733333333333
ENSG00000198496,5,1372.0,4.085333333333334
ENSG00000210127,5,1376.4,4.0824
ENSG00000049768,5,1379.8,4.080133333333333
ENSG00000126709,5,1381.8,4.0788
ENSG00000211820,5,1383.2,4.077866666666667
ENSG00000241136,5,1387.8,4.0748
ENSG00000176083,5,1388.4,4.0744
ENSG00000143196,5,1389.2,4.0738666666666665
ENSG00000280543,5,1390.4,4.073066666666667
ENSG00000211802,5,1390.6,4.072933333333333
ENSG00000137204,5,1393.8,4.0708
ENSG00000171551,5,1396.4,4.069066666666666
ENSG00000156689,5,1400.6,4.0662666666666665
ENSG00000170476,5,1402.2,4.0652
ENSG00000137745,5,1406.2,4.0625333333333336
ENSG00000189334,5,1409.0,4.060666666666666
ENSG00000180747,5,1417.4,4.055066666666667
ENSG00000108021,5,1417.6,4.0549333333333335
ENSG00000203747,5,1422.4,4.051733333333333
ENSG00000187513,5,1424.6,4.0502666666666665
ENSG00000138615,5,1427.4,4.0484
ENSG00000234741,5,1443.8,4.037466666666667
ENSG00000112499,5,1445.4,4.0364
ENSG00000166482,5,1447.2,4.0352
ENSG00000256553,5,1451.2,4.032533333333333
ENSG00000107742,5,1457.8,4.028133333333333
ENSG00000162618,5,1460.0,4.026666666666666
ENSG00000163993,5,1478.4,4.0144
ENSG00000149131,5,1482.0,4.0120000000000005
ENSG00000211871,4,28.75,3.9808333333333334
ENSG00000261834,4,87.5,3.941666666666667
ENSG00000228599,4,164.75,3.8901666666666666
ENSG00000106631,4,243.5,3.837666666666667
ENSG00000225900,4,312.75,3.7915
ENSG00000110680,4,313.75,3.7908333333333335
ENSG00000213934,4,318.75,3.7875
ENSG00000185847,4,319.0,3.787333333333333
ENSG00000211597,4,323.5,3.7843333333333335
ENSG00000183535,4,341.75,3.7721666666666667
ENSG00000234772,4,376.0,3.7493333333333334
ENSG00000234452,4,377.5,3.7483333333333335
ENSG00000183604,4,399.0,3.734
ENSG00000250036,4,408.5,3.727666666666667
ENSG00000237991,4,417.0,3.722
ENSG00000233578,4,428.25,3.7145
ENSG00000254114,4,447.25,3.701833333333333
ENSG00000241129,4,463.5,3.691
ENSG00000215606,4,476.5,3.6823333333333332
ENSG00000231241,4,476.5,3.6823333333333332
ENSG00000125571,4,488.25,3.6745
ENSG00000268758,4,490.0,3.6733333333333333
ENSG00000186115,4,494.75,3.670166666666667
ENSG00000230071,4,505.0,3.663333333333333
ENSG00000226604,4,509.25,3.6605
ENSG00000207248,4,534.75,3.6435
ENSG00000230399,4,537.5,3.6416666666666666
ENSG00000143839,4,549.5,3.6336666666666666
ENSG00000233560,4,553.25,3.6311666666666667
ENSG00000176988,4,554.75,3.6301666666666668
ENSG00000234518,4,557.0,3.6286666666666667
ENSG00000015592,4,558.75,3.6275
ENSG00000261618,4,560.5,3.626333333333333
ENSG00000205482,4,565.75,3.6228333333333333
ENSG00000047936,4,569.0,3.6206666666666667
ENSG00000250891,4,594.75,3.6035
ENSG00000230601,4,598.75,3.600833333333333
ENSG00000277282,4,604.25,3.597166666666667
ENSG00000255120,4,629.25,3.5805
ENSG00000237757,4,636.75,3.5755
ENSG00000210156,4,646.0,3.5693333333333332
ENSG00000225423,4,656.75,3.5621666666666667
ENSG00000268654,4,658.25,3.561166666666667
ENSG00000254656,4,674.5,3.5503333333333336
ENSG00000167910,4,681.25,3.5458333333333334
ENSG00000234546,4,689.0,3.5406666666666666
ENSG00000219085,4,691.0,3.5393333333333334
ENSG00000260941,4,702.75,3.5315
ENSG00000142025,4,709.0,3.5273333333333334
ENSG00000218283,4,714.75,3.5235
ENSG00000226937,4,724.0,3.517333333333333
ENSG00000222268,4,730.5,3.513
ENSG00000135902,4,730.75,3.5128333333333335
ENSG00000106128,4,734.0,3.510666666666667
ENSG00000197901,4,735.0,3.51
ENSG00000205754,4,737.25,3.5085
ENSG00000244585,4,737.75,3.508166666666667
ENSG00000250731,4,741.25,3.5058333333333334
ENSG00000229703,4,745.25,3.5031666666666665
ENSG00000242229,4,749.75,3.500166666666667
ENSG00000259699,4,768.5,3.4876666666666667
ENSG00000241975,4,775.5,3.483
ENSG00000133742,4,778.25,3.4811666666666667
ENSG00000230872,4,781.0,3.4793333333333334
ENSG00000215853,4,781.75,3.478833333333333
ENSG00000221102,4,788.75,3.4741666666666666
ENSG00000259746,4,790.5,3.473
ENSG00000068985,4,803.0,3.4646666666666666
ENSG00000173908,4,807.25,3.4618333333333333
ENSG00000243759,4,815.0,3.4566666666666666
ENSG00000265345,4,815.5,3.4563333333333333
ENSG00000257135,4,819.25,3.4538333333333333
ENSG00000186715,4,831.5,3.445666666666667
ENSG00000253218,4,832.0,3.445333333333333
ENSG00000143632,4,848.25,3.4345
ENSG00000136999,4,851.0,3.4326666666666665
ENSG00000267185,4,853.5,3.431
ENSG00000181616,4,854.5,3.4303333333333335
ENSG00000234186,4,867.75,3.4215
ENSG00000229557,4,873.5,3.4176666666666664
ENSG00000237818,4,878.75,3.4141666666666666
ENSG00000258704,4,888.0,3.408
ENSG00000251432,4,893.5,3.404333333333333
ENSG00000243398,4,896.5,3.4023333333333334
ENSG00000143536,4,897.25,3.4018333333333333
ENSG00000203783,4,903.5,3.397666666666667
ENSG00000107147,4,905.0,3.3966666666666665
ENSG00000116996,4,910.0,3.3933333333333335
ENSG00000260518,4,914.0,3.3906666666666667
ENSG00000286733,4,917.25,3.3885
ENSG00000142698,4,917.5,3.388333333333333
